2687,8843235643
5880,1615452577
8399,9591469672
9170,2193725961
9448,4506288140
2275,7092729409
3285,4299117106
5418,5759563533
6860,6895770008
2169,9200937854
1225,6422186400
4294,3373364515
9735,3637241422
3388,3818634226
1414,2394633715
1143,7047883573
4709,6804877330
764,4561748249
1629,4924564104
710,5527631003
8099,2820333220
1895,7274443317
103,5138323851
4890,2607665513
1662,3586105111
2052,9643487591
3022,3964342876
2814,1795916474
3281,5094828517
4687,4716511411
5587,8010528243
7433,9299853209
547,4870068928
7267,3183010437
4941,2367195749
1315,6836393889
1479,4983762345
5733,6384936650
6089,2623072622
2097,3311884010
9725,6377137510
6340,7464927191
3663,2597067015
7698,4451785588
8099,5219995968
7918,8563402563
2783,2252937058
2239,1101664990
4163,5055104579
6889,3471315888
3729,7452829890
4067,9915393877
1636,5738291632
2235,5541497774
23,7228825517
9200,2861123940
9974,2004681711
4217,3094280319
4129,4898742598
5228,4393650694
2608,7487714583
2517,1737184759
625,8809279792
3824,8612797763
388,7217152534
9257,2381915987
5417,1024431792
3713,5146509385
3528,5758399100
9292,9551697087
3270,3435364866
5511,6383480885
785,1636649028
2901,6844287167
7517,2840352573
2363,3991258410
2019,6907007925
5093,6741103903
9750,9678379724
7239,6507314050
2851,4712121987
8026,5277128482
1897,8740449701
2368,9069872915
1917,6675305010
6993,3087265263
39,3474213774
7644,1615975947
8288,4660128520
5480,8412880996
9564,5895562396
218,9640905698
2695,9472407781
1602,3749216618
683,5882325380
2434,3477956303
1763,3782281767
5511,7286104698
4407,2638600264
211,1933199155
6100,5337199927
3014,6279037877
2376,4120318300
4744,1528337126
7181,8847770247
6767,4700755650
1715,1173156022
3370,6848467075
6502,4617570598
568,2601413632
1766,7778135988
9260,4059093456
8718,9804490759
277,4298077804
7730,4963694039
6915,7746391019
3666,2994495870
847,7588408754
3855,3630483491
212,2287162431
9062,9450349534
42,6351889126
7801,2732998673
7981,1546689423
893,6546650328
2334,8634666423
2814,1308551706
8886,4839552021
539,6673084641
1608,7787513400
2222,2045425957
6042,6186602884
2124,8687899739
4775,2501803862
9552,7768596456
7302,2747253387
5804,9037854039
1813,5941253736
3124,1156075321
6394,2984773805
9466,7519884136
1245,9211117143
1347,1511431299
4518,5600186479
5166,7026789957
1789,6064385257
8801,4781096874
1524,8056059446
9820,7282369250
5193,5891444025
3809,1019996335
712,8027817322
391,1765686662
1641,4960990250
1609,2905111227
4397,5103337655
3794,3946226883
472,7843869350
6257,4395761325
1912,1585643530
3466,3252161321
1220,1885754324
8514,4328917951
4840,1776288343
9735,5499603286
8643,5241436842
6730,4645205569
4719,4167676485
6382,9936649006
1631,2013771872
1987,7098710259
1219,8892935030
8359,7793992574
7355,9373352592
2105,9247478250
4609,4569818722
7432,1402052630
6345,4508312029
1344,2612093035
7844,8281906550
5601,6747060423
9180,4789279196
6574,4630081608
4010,6334945853
4641,3613818109
4610,6982572386
3009,9229071549
472,5989592065
3395,1051230701
4854,1983017213
9755,1337073814
8627,9835811400
7402,8566817430
4467,3755450842
7117,2735108733
1159,8271930772
2357,3842787848
290,6748846333
2709,8340746617
6659,1577349618
4572,4470304350
763,9303634899
4850,7111232063
1759,1725388304
105,5032514170
3275,6180941673
556,4210140910
4459,1116028904
4792,6372691758
709,6327545792
4453,7045720315
7090,2744352644
9749,1580913342
5587,5318606432
5539,9987051872
1700,6928516119
9055,7427214776
3220,7423614224
6097,1380753038
9968,5779109483
9726,1489717992
3118,7396771758
5124,9527069954
2243,5920857811
9633,2637595735
677,5817393259
2365,9725258458
1466,6046208692
555,8580039200
8333,9796009078
6107,3627777116
3203,4005033038
5740,7755334284
5841,3539730269
3025,7669557689
5890,6070964231
4519,6977201017
6029,8987686451
9617,5744434824
6415,9816243805
9339,4734893572
4550,1814473008
1420,3240276230
7296,3421360789
3674,1607077225
6194,9436544370
9824,9087751770
8779,9066287084
5016,1324889404
3054,6554412094
6041,5664990498
5406,9983381587
403,2392809714
9818,7025045684
203,6020445311
4809,6943793585
1545,6638016630
9706,4395151664
4200,3476461806
4291,9529151306
4279,7584184822
2097,6698099534
396,3185137466
6900,1996425835
8145,9099031285
9732,6523707332
1190,1847584671
4831,6563408352
4311,6560983105
1422,4584898466
8113,5982287296
8168,8392924364
2436,8523177331
3656,7912108845
616,3184393813
5458,9097001377
4726,8005577636
7473,2360076941
8406,4873108595
2873,3683644306
9694,4560808070
9143,6030639652
4136,6820007934
4472,3786089697
6626,4778415548
5522,5369501241
4360,4361582866
3478,2522401203
275,2017902236
5468,5136800378
965,9065306170
50,4474708388
584,7320622933
3554,9025391236
6137,1886210609
1472,1626822532
4214,9930008785
6824,3804842409
5374,6360160421
6383,7553947439
5427,5323251980
8140,4727893547
9233,9584375832
6470,7420735911
7508,7415183872
7338,3632963696
5068,2833623433
3451,5385360032
3439,1528159286
1816,7784697140
8216,6525998502
4783,3156526984
9946,2358615146
2017,3953693122
4029,5851152608
2558,3283928391
6839,7042893591
5736,4985297885
32,9938519302
2617,3942934330
9614,1408456030
7690,7954834852
5670,4997384250
1085,4494649819
7526,5454223054
7226,5307075665
3459,9279394619
7772,7868321100
7821,6921740536
9560,5654164825
4255,3253435565
124,9394196361
3737,9075236720
1611,3203640045
2781,1195109148
19,7895861971
9962,8779167519
629,4278419441
4814,7689432098
2079,1780035857
747,2151967754
4894,1645468410
2910,8061284084
6554,1418265124
9652,5659887572
2390,5215986433
4732,4537011251
1780,8567416025
7492,9405074482
6511,7638311253
7793,3570211304
4124,7600406889
2828,4028356325
9835,4199255411
960,8993975467
6011,5345344622
4932,4000618249
8454,6758435198
9384,5114764232
1519,9670638361
6153,2122740567
9728,1771394703
8282,5561786557
6456,6417221106
1592,7862221275
2180,6821188947
7695,8107423535
5334,9803733367
2806,6372920441
6890,5699850814
7276,1147949834
48,3151940665
6294,3993252210
5666,1119475474
1228,1309777437
8597,9656862081
3583,3386612821
1237,4900854227
8667,6294440097
2647,7179609798
9841,3960465612
6942,2152233394
4005,9995512641
2805,2759825650
1937,3512676756
116,2270594641
440,6903238553
25,3609538158
7491,2568605286
129,7956227628
8706,5094071152
1454,5619711877
2946,6696296494
2088,4651063863
747,3362933955
2464,9189823358
7198,7508393863
6404,9439025059
8717,3887390365
4514,1898750037
3187,9783099446
6791,6804350036
5175,4425856709
4094,5046319224
8505,1051932801
5524,3025756228
8625,2898026035
2161,6121205190
9303,9387589712
1827,3876718100
4149,2480760459
9129,5374121941
5233,5568691073
2282,5646710376
3345,6351862342
8564,8131943313
871,5229663231
6368,9702951002
5858,8542998435
964,2642371070
9668,3337351782
2993,8518059923
997,4023536650
5303,8551519273
3997,7832535360
8805,6842629659
7659,8376251714
54,3590583984
4658,5560282011
4523,1803719853
5540,2923852411
6118,2621682324
9028,8822997905
182,5301742334
9518,5364919343
5811,9382340898
498,8717332093
3381,3999702363
2037,1170589226
5528,4730286374
