1,1,jcb,3539860396958325,1991,5,814
2,2,maestro,630437930046970302,2018,5,374
3,3,jcb,3581392357638495,2009,9,451
4,4,instapayment,6387615204349380,1997,8,804
5,5,maestro,06044175078656811,2004,7,353
6,6,diners-club-enroute,201401971124265,2010,10,856
7,7,maestro,060470935025670920,1994,7,538
8,8,diners-club-carte-blanche,30068168008291,2017,1,855
9,9,jcb,3542863603664962,1995,12,630
10,10,americanexpress,374283017798752,1993,11,633
11,11,jcb,3546692143949633,2011,8,267
12,12,jcb,3585608933009299,2001,10,201
13,13,mastercard,5207406365832095,2012,3,623
14,14,jcb,3545814839310182,2004,1,335
15,15,jcb,3580455744251594,2005,1,198
16,16,jcb,3561924624683047,2004,1,656
17,17,laser,6706892881123941080,1996,5,344
18,18,mastercard,5002356290238669,2005,6,622
19,19,solo,6334790962041158,2012,1,176
20,20,jcb,3555771689739208,2013,1,783
21,21,mastercard,5340147859683093,2008,3,571
22,22,diners-club-enroute,201874653369020,2004,2,947
23,23,jcb,3584089291782820,2004,9,428
24,24,americanexpress,374288487470568,2006,1,341
25,25,jcb,3544382229315832,1993,9,831
26,26,laser,670693468477457635,1997,8,583
27,27,mastercard,5108754111157949,2002,8,337
28,28,jcb,3536433918831181,1996,2,404
29,29,jcb,3564065340507321,1998,7,549
30,30,americanexpress,374288595080226,2018,5,680
31,31,jcb,3572072216082306,2005,8,439
32,32,americanexpress,372301499530683,2017,5,723
33,33,jcb,3577361629723878,1995,10,252
34,34,jcb,3571112396161644,2007,4,200
35,35,jcb,3544947707176086,2018,8,497
36,36,jcb,3587085796331912,2008,9,276
37,37,jcb,3580087395187593,1999,1,609
38,38,jcb,3529203689873517,2001,7,315
39,39,china-unionpay,5602233761058799,1993,11,208
40,40,jcb,3537154244641313,1992,9,673
41,41,jcb,3541584719605068,1991,2,429
42,42,jcb,3539701808760554,2002,1,304
43,43,mastercard,5531905725200510,1996,12,229
44,44,jcb,3537831657735464,2012,6,292
45,45,jcb,3586651533768798,2012,8,442
46,46,americanexpress,372482709330930,1994,7,180
47,47,jcb,3561727459708528,2005,11,998
48,48,jcb,3528082393776153,2014,4,599
49,49,mastercard,5048376643754788,2003,9,449
50,50,instapayment,6386768331245418,2019,11,417
51,51,jcb,3583884143404321,2010,1,970
52,52,china-unionpay,5602216445834016,2013,12,652
53,53,maestro,0604464183307691,2009,5,468
54,54,diners-club-carte-blanche,30132846171192,1996,5,284
55,55,jcb,3576747263240768,2019,5,169
56,56,jcb,3528661875678324,1992,10,414
57,57,visa-electron,4844600947630934,2002,11,978
58,58,diners-club-enroute,201783326996244,2019,9,373
59,59,diners-club-enroute,201700400983054,2010,7,717
60,60,mastercard,5010127314881176,2008,12,200
61,61,visa-electron,4844566697451880,2012,12,893
62,62,maestro,0604455842983106166,1995,9,276
63,63,mastercard,5360641438771002,2004,2,477
64,64,jcb,3546958744373634,1994,4,624
65,65,diners-club-enroute,201479590402650,2003,2,767
66,66,jcb,3566876264029755,2000,10,643
67,67,switch,4936383922924755997,2007,3,573
68,68,mastercard,5100147162492620,2012,11,716
69,69,china-unionpay,5602212532630511230,1996,7,297
70,70,maestro,67629193670677064,2009,8,849
71,71,jcb,3546949741930484,2006,4,462
72,72,jcb,3564443231956941,2008,9,391
73,73,jcb,3587279442227190,1992,7,266
74,74,jcb,3534301064931570,2017,9,573
75,75,jcb,3538647454588313,2001,4,937
76,76,diners-club-us-ca,5546419434101418,2002,9,923
77,77,jcb,3566088247732899,2014,12,550
78,78,jcb,3528451386167466,1994,6,647
79,79,jcb,3551932560217383,2002,11,181
80,80,jcb,3562231715131822,2012,2,681
81,81,bankcard,5610608213872535,2000,2,236
82,82,jcb,3588358255070100,2019,10,907
83,83,jcb,3539106389806000,1994,3,775
84,84,jcb,3556123222631659,2013,1,343
85,85,diners-club-international,36878009996817,1990,1,124
86,86,jcb,3539970466831649,2020,10,816
87,87,switch,4905716463837350,1993,6,361
88,88,china-unionpay,56022583692487557,2017,2,847
89,89,jcb,3551440717160092,2010,12,366
90,90,diners-club-enroute,201430147334060,2011,4,945
91,91,china-unionpay,5610264589278988,1996,4,523
92,92,visa-electron,4913889299749899,1994,9,841
93,93,maestro,630461633939473967,2000,12,745
94,94,diners-club-carte-blanche,30051855541626,2015,10,570
95,95,jcb,3587177105936992,2019,9,248
96,96,jcb,3589373210097279,2003,9,251
97,97,jcb,3550191750052248,2012,7,648
98,98,diners-club-enroute,201562362725125,2014,7,882
99,99,china-unionpay,561063264206789411,1990,10,234
100,100,jcb,3578077472378748,2020,1,791
101,101,jcb,3559053457532990,2011,6,258
102,102,jcb,3556528037767334,2012,5,542
103,103,instapayment,6387044415396389,2017,1,796
104,104,visa-electron,4175002953643969,2004,8,332
105,105,jcb,3562823936475978,2019,4,763
106,106,jcb,3562144246538060,2014,12,392
107,107,jcb,3546834466246078,2000,1,262
108,108,jcb,3551913589421503,2000,11,141
109,109,visa-electron,4844559342727648,2001,12,766
110,110,jcb,3570292674798316,2009,1,842
111,111,diners-club-us-ca,5491923197118571,2006,1,485
112,112,americanexpress,372713932044421,2006,7,416
113,113,switch,4905783140557179317,2007,1,430
114,114,jcb,3574408327146101,2006,2,328
115,115,jcb,3537779093197775,2012,7,538
116,116,jcb,3532171443557483,2020,7,753
117,117,laser,63043715525331476,1997,6,461
118,118,jcb,3564562558188315,1990,4,650
119,119,jcb,3589756785919507,1992,10,423
120,120,china-unionpay,5602217617439543,1991,9,447
121,121,visa,4041590101796,2020,7,985
122,122,jcb,3578971910879400,1994,3,266
123,123,diners-club-enroute,201916474049925,2000,5,871
124,124,solo,6767891592417618382,2015,11,890
125,125,jcb,3574075490492339,1991,10,798
126,126,diners-club-carte-blanche,30008741940487,2016,12,770
127,127,jcb,3538236958601507,1995,1,430
128,128,laser,670601387932944204,2012,6,234
129,129,maestro,5018413337657477612,2002,12,603
130,130,jcb,3553007196322648,1997,3,909
131,131,americanexpress,377459517957976,2000,10,702
132,132,mastercard,5100173840377488,2020,1,407
133,133,visa,4041372558999,1996,12,847
134,134,jcb,3542418292948562,2015,10,557
135,135,diners-club-enroute,201907150579806,1998,5,387
136,136,maestro,0604873627951777583,2005,5,431
137,137,jcb,3574809295157873,2013,6,699
138,138,mastercard,5100142254290685,1997,5,629
139,139,jcb,3530630599963664,1992,10,340
140,140,jcb,3587921186037646,1993,9,568
141,141,jcb,3562339720700018,2001,10,158
142,142,jcb,3560204890339900,2018,1,395
143,143,laser,677167213314727507,1997,5,250
