3465,4709,visa-electron,4917972783339231,2083,4,696
7367,8627,mastercard,5002357379617435,2062,6,810
6682,8578,jcb,3562794434175420,2062,5,822
1045,9921,jcb,3547196511389629,2031,12,994
1930,1068,mastercard,5002355846779432,2019,1,697
139,7105,visa-electron,4844601006306382,2067,12,128
9007,6584,jcb,3567989624112192,2021,10,235
8820,6350,jcb,3532301526268209,2047,10,863
6932,5903,instapayment,6381442397673393,2075,3,710
3930,4077,jcb,3553768876717312,2035,10,389
928,4536,china-unionpay,5610363697765348,2066,3,508
5503,7596,diners-club-enroute,201715613467422,2070,3,796
2608,4898,instapayment,6386036537189875,2025,7,704
1500,1988,jcb,3553474661885402,2020,3,536
7455,2795,jcb,3574510190926582,2086,10,635
7744,8722,jcb,3556587756595573,2067,2,851
501,1940,bankcard,5602220958303823,2045,8,278
5375,5511,jcb,3543773432047173,2064,3,497
4527,8434,jcb,3552569865778955,2035,11,338
3840,7523,americanexpress,372301943757080,2031,4,622
4923,2883,maestro,50188194602034753,2058,9,628
8453,9569,jcb,3537398106006152,2038,4,760
3609,8448,jcb,3548031646336915,2050,5,438
793,6659,laser,670600011202232311,2023,1,143
3046,8386,bankcard,5602215432619695,2032,7,630
9839,1237,laser,670653123172833832,2059,8,148
1820,7765,diners-club-carte-blanche,30471631014898,2046,8,997
3816,8404,jcb,3545552577376938,2041,7,403
2363,865,jcb,3572473039040457,2041,9,160
3339,9948,china-unionpay,560222716725011312,2031,3,810
1392,8028,jcb,3534108914473525,2066,4,557
3019,7165,maestro,67626860781146121,2021,11,704
8586,8065,jcb,3570514213552205,2069,9,483
6987,1185,jcb,3583372672643303,2089,10,123
9430,2660,laser,630406744674737298,2070,5,850
4088,5606,jcb,3557211073837472,2060,2,664
4501,3443,jcb,3578853714849567,2051,2,584
2661,5273,americanexpress,374622878221554,2043,9,170
4855,2573,jcb,3551773096538839,2098,3,356
4797,4272,maestro,5038309944641364,2054,9,348
7584,1656,jcb,3551112168992683,2072,7,717
924,8110,instapayment,6372469140080718,2023,6,464
7735,1502,maestro,58930062144229641,2058,9,768
9472,7450,jcb,3560223811929722,2049,1,264
6492,826,diners-club-enroute,201508068440303,2058,4,217
7269,3048,maestro,675926382971340320,2059,9,851
7814,4284,mastercard,5002355737158894,2077,6,940
6411,9651,laser,630449147380177412,2047,7,977
8842,5201,jcb,3585640137460705,2050,8,612
5069,811,laser,6304511288115336,2067,7,813
9612,2439,maestro,63049750387626352,2059,2,583
2325,9189,maestro,5893840163930808178,2050,3,996
6090,5513,jcb,3537837004628591,2091,4,186
844,41,diners-club-carte-blanche,30519534854503,2034,7,523
9183,3639,mastercard,5294116652886332,2067,11,633
9346,4813,mastercard,5010121142175299,2028,3,263
7025,9286,maestro,67629760419010284,2021,1,637
9599,9564,jcb,3589051046582520,2054,7,533
9471,4093,diners-club-international,36572517639353,2055,6,489
7758,4083,visa-electron,4913361413741335,2091,4,446
3516,9710,visa-electron,4508996101345286,2099,10,450
7642,7256,switch,6759755996003404861,2034,12,980
8200,3468,diners-club-carte-blanche,30457380390217,2080,10,147
2440,9811,china-unionpay,56022284909234268,2037,3,966
7140,295,diners-club-international,36898301320219,2068,5,690
606,7162,bankcard,5602253647510805,2040,4,867
1128,1156,visa-electron,4844847742793611,2032,3,326
5492,2174,diners-club-carte-blanche,30594614288732,2095,4,780
7931,1066,jcb,3565866244477175,2044,2,227
752,4995,jcb,3573285269158059,2023,2,199
6112,1126,americanexpress,372301229465135,2075,8,133
2963,4465,switch,6759234253932029,2057,6,384
3009,6213,jcb,3561762495715104,2024,11,787
81,2739,mastercard,5100138963490046,2080,9,885
602,1350,jcb,3541186489131984,2052,7,421
8123,8761,jcb,3568215758460499,2055,6,549
6649,2679,jcb,3551060214557978,2019,3,230
9385,6023,jcb,3571728319876685,2092,9,842
4742,2779,jcb,3538967268146276,2052,10,630
7696,8265,jcb,3531073441452512,2052,9,476
6681,894,jcb,3539260700794419,2091,10,196
3405,9255,diners-club-enroute,201981146256423,2083,7,331
6600,8974,jcb,3558589373611054,2058,8,273
1011,9869,diners-club-international,36184119466688,2086,1,784
3580,3753,instapayment,6398956747161024,2030,3,441
4230,3818,jcb,3566023512093339,2056,4,945
3771,2911,maestro,6759246082383133,2064,12,199
4043,2171,jcb,3566651379859838,2094,11,306
7960,560,switch,5641829250745511432,2034,7,456
1084,536,diners-club-enroute,201627426224025,2087,12,354
4233,2508,diners-club-enroute,201800492452990,2022,8,631
9505,5472,jcb,3582465818819349,2062,1,187
3013,4691,diners-club-us-ca,5533590874218741,2060,5,129
5801,3359,diners-club-carte-blanche,30495568622530,2073,2,796
205,5740,visa-electron,4844056500347855,2071,6,584
4040,8821,jcb,3554678511613561,2075,10,873
7695,8945,jcb,3541976890531123,2059,2,585
1393,6141,jcb,3564187269826092,2035,3,513
5485,2576,mastercard,5100171647498614,2080,12,163
6340,775,diners-club-carte-blanche,30594788018287,2037,2,968
4317,4218,jcb,3569560129201737,2093,4,780
4462,8615,mastercard,5002351166912455,2017,7,361
2888,9310,diners-club-us-ca,5554577319237638,2069,7,962
1732,9040,jcb,3583275602104330,2086,5,326
9886,5236,jcb,3569341413277810,2054,1,491
539,1923,diners-club-us-ca,5455803839039001,2047,7,571
4691,4098,maestro,67593898855656426,2067,3,487
6416,7333,china-unionpay,560224087524737582,2090,6,169
6501,9521,mastercard,5048374674425329,2028,7,192
7919,4759,jcb,3585938383360557,2079,9,783
6555,5263,jcb,3545444877020657,2058,8,137
8106,2906,china-unionpay,5602257041096154945,2022,7,712
6239,2465,switch,4903616315418528,2086,1,914
9314,6121,jcb,3542608511227828,2032,4,886
4940,4658,jcb,3567100014473323,2053,9,497
7769,1412,jcb,3540664526262468,2084,3,716
3699,2741,instapayment,6380429571346228,2039,9,816
7128,3163,maestro,5038529782042066,2099,12,291
701,8257,jcb,3539198611894185,2066,9,684
9062,7941,jcb,3589292682911884,2097,10,657
17,4610,jcb,3536005326820533,2083,3,646
2927,6828,jcb,3542695000786372,2043,2,243
9524,1221,jcb,3567797930868385,2043,2,604
4635,7549,bankcard,5602231517829067,2097,2,836
5290,3450,jcb,3538329542377542,2066,2,621
8383,4719,visa-electron,4844032182512181,2088,10,957
6738,9230,jcb,3578960224458241,2023,10,615
1692,5741,mastercard,5424182058710800,2099,1,469
4481,1863,diners-club-carte-blanche,30355165444078,2050,9,209
7253,1316,diners-club-us-ca,5462915588676097,2028,1,779
27,7639,mastercard,5048370189742158,2077,5,336
1903,474,jcb,3567340636726878,2032,7,853
3270,8390,visa-electron,4844959799519060,2099,1,447
2795,8737,instapayment,6372952026243773,2063,1,228
5293,6943,china-unionpay,56022444988855603,2044,5,727
988,5976,jcb,3535964857484369,2060,11,213
8377,6084,jcb,3579991459063835,2054,9,526
5773,9914,maestro,675974682735010767,2098,12,140
3296,8837,jcb,3567227429901091,2067,8,914
5134,3767,mastercard,5100138487774099,2096,10,589
8718,9001,diners-club-enroute,201631112410674,2084,7,696
7094,5091,instapayment,6374686234480961,2069,9,625
4594,6284,diners-club-enroute,201571728945699,2025,2,541
1310,8280,maestro,50182497678183123,2036,1,619
3413,8666,jcb,3563241325174079,2033,4,594
9526,2018,diners-club-international,36238788363814,2027,2,134
5346,2094,jcb,3576540809076360,2023,6,532
2837,213,mastercard,5208769042612993,2067,3,153
9243,3897,mastercard,5010129035458227,2093,4,149
1160,3310,maestro,676159484693940910,2068,1,376
5470,3577,visa-electron,4844858505992852,2053,5,625
7890,8994,jcb,3568374909359991,2045,2,543
327,1606,visa,4017950240481,2094,8,348
2485,6516,diners-club-enroute,201984342898550,2076,2,149
3244,6976,jcb,3565184965968699,2069,8,355
3247,6154,visa-electron,4508557351278161,2095,3,817
622,9448,instapayment,6378737987183371,2063,2,338
7804,4981,bankcard,5602242481568136,2033,1,201
4602,5076,maestro,502007945719259156,2047,6,641
3338,4853,visa,4041378395788519,2037,10,861
6062,7754,maestro,630474078467004740,2047,8,775
2883,7081,jcb,3532479305147842,2041,1,641
9084,8813,jcb,3552066115873975,2061,5,246
5673,3840,diners-club-enroute,201611856419115,2038,11,493
3639,7377,jcb,3569274316047610,2020,5,613
5704,1608,visa-electron,4405126234099469,2096,6,875
9030,1876,switch,633110883116140223,2028,11,726
74,8941,bankcard,5602210729222253,2080,4,695
1071,524,jcb,3570098443038227,2049,1,501
5125,6845,jcb,3544487223889425,2024,4,192
4383,7389,diners-club-carte-blanche,30083577672702,2027,7,832
3934,7319,jcb,3552641031244756,2063,11,354
6280,1722,china-unionpay,5602218053117148,2041,9,656
6383,3306,maestro,67634448889528430,2023,10,436
2022,6735,switch,4905473620836030162,2064,8,853
4813,3018,jcb,3589609897399656,2077,5,953
1899,3007,switch,493634488544361023,2051,4,203
9941,4693,switch,6759675182520485,2063,7,955
5880,4228,visa,4041370990299281,2057,8,119
5302,69,switch,675971434363077665,2068,10,673
3088,6994,maestro,5018609852635422773,2051,9,965
5205,4769,visa-electron,4175000270656490,2043,7,288
7903,5617,diners-club-carte-blanche,30399321105249,2066,10,661
8446,8487,jcb,3573738219261761,2053,1,822
9470,8286,visa-electron,4913899170429057,2017,1,992
6719,9896,visa-electron,4917725834101962,2065,9,418
6574,7612,solo,633474489293474771,2019,5,734
6469,2235,diners-club-international,36130547349483,2099,1,475
8245,9277,diners-club-carte-blanche,30269352738269,2064,11,915
8747,7889,diners-club-international,36405518799712,2024,12,281
2216,888,jcb,3559690055278201,2025,10,581
7971,3199,jcb,3542651566045927,2070,11,948
584,1846,china-unionpay,56022442870109089,2030,10,248
9060,1533,switch,6333478243463850238,2077,4,360
836,3163,diners-club-enroute,201449801737590,2075,7,917
4630,5560,maestro,58939708651654792,2046,4,665
2432,3699,solo,6334818092589610324,2069,7,495
555,5154,diners-club-carte-blanche,30573797469996,2069,4,579
4933,7793,jcb,3555746003111706,2030,6,551
7439,4435,switch,490545943515617013,2086,3,745
